"","County","TrumpPct","Votes","Less_Than_High_School_Diploma","At_Least_High_School_Diploma","At_Least_Bachelor's_Degree","Graduate_Degree","School_Enrollment","Median_Earnings_2010","Poor.physical.health.days","Poor.mental.health.days","Low.birthweight","Teen.births","Children.in.single.parent.households","Adult.smoking","Adult.obesity","Diabetes","Sexually.transmitted.infections","HIV.prevalence.rate","Uninsured","Unemployment","Violent.crime","Homicide.rate","Injury.deaths","Infant.mortality","precip","Candidate"
"2502","Oldham County, Kentucky",62.3048123459,32853,10.4,89.6,37,14.4,84.9,36743.67651,2.4,3.8,0.08,15.3,0.178,0.143,0.289,0.106,107.2,176.5,0.108,0.066,89.35,NA,40.5,NA,1270,"Trump"
"2503","Union County, Kentucky",75.6882949606,6211,17.5,82.5,12.4,3.7,62,24869.03746,4.7,4.3,0.1,55.6,0.369,0.209,0.363,0.122,1407,271,0.175,0.07,82.03,NA,88.9,NA,1199.388,"Trump"
"2504","East Feliciana Parish, Louisiana",55.4570802629,10042,21.7,78.3,12.4,2.7,73.9,23006.129205,2.5,3.2,0.11,50.7,0.435,0.211,0.355,0.135,517,534.7,0.199,0.074,125.9,8.42,67.5,12.6,1574.165,"Trump"
"2505","Orleans Parish, Louisiana",14.6523043854,165619,16.6,83.4,31.6,13.4,75.25,24067.29778,3.6,4.4,0.13,44.4,0.614,0.199,0.309,0.115,1654.9,1834.3,0.231,0.078,776.46,51.49,110.3,10.6,1607.1215,"Clinton"
"2506","St. James Parish, Louisiana",45.1468762929,12085,17.8,82.2,12.4,3.5,79.25,29786.020315,4.6,3.3,0.12,38.8,0.445,0.203,0.362,0.134,578.4,299.8,0.155,0.094,802.8,9.14,71.5,NA,1660.48266667,"Clinton"
"2507","Piscataquis County, Maine",59.0879265092,9144,11.7,88.3,15,4.6,72.6,23049.20127,4.1,3.9,0.07,28.7,0.303,0.217,0.325,0.121,137.8,NA,0.152,0.101,171.27,NA,85.5,NA,1171.321,"Trump"
"2508","Arenac County, Michigan",63.0816682312,7457,18.6,81.4,10.6,3.6,75.85,20794.596825,NA,8.1,0.09,26.5,0.259,0.315,0.343,0.107,255.6,NA,0.155,0.12,195.9,NA,75.2,NA,794.131,"Trump"
"2509","Delta County, Michigan",60.1721990578,18467,9.4,90.6,18.7,5.8,80.95,24044.045715,3.8,3.8,0.08,23.8,0.276,0.223,0.314,0.115,145.5,53.7,0.148,0.091,137.85,NA,55.1,NA,790.490333333,"Trump"
"2510","Iron County, Michigan",62.1827411168,5910,11.7,88.3,15.1,5.3,75.6,22279.566985,4.9,3.7,0.05,32.3,0.315,0.186,0.313,0.131,195,NA,0.156,0.089,185.81,NA,106.2,NA,NA,"Trump"
"2511","Kalkaska County, Michigan",69.6524663677,8920,15.2,84.8,11.6,4.2,70.7,21016.30762,4.5,4.4,0.08,44.6,0.303,0.363,0.304,0.12,256.4,32.1,0.16,0.096,308.68,NA,74.7,NA,872.405333333,"Trump"
"2512","Lapeer County, Michigan",66.5625138501,45126,10.9,89.1,17,5.6,80.25,29047.084445,3.8,3.6,0.08,22,0.225,0.214,0.335,0.097,138.5,42.8,0.134,0.118,157.09,1.9,48.7,4.8,NA,"Trump"
"2513","Oceana County, Michigan",60.7241871797,11903,17.3,82.7,14.3,5.6,72.35,20257.512065,4.9,4.6,0.08,52.8,0.259,0.222,0.349,0.117,184.7,41.9,0.194,0.111,186.49,5.26,70.3,8.9,928.116,"Trump"
"2514","Crow Wing County, Minnesota",62.6602564103,35568,8.7,91.3,22,6.3,74.25,25089.724445,3.5,3.9,0.06,33.6,0.29,0.166,0.268,0.085,175.3,14.4,0.106,0.074,163.32,NA,61.8,5.4,681.736,"Trump"
"2515","Martin County, Minnesota",67.4562995511,10469,13.1,86.9,17.5,4.9,77.7,26384.020635,1.5,2.3,0.07,34.6,0.274,0.183,0.272,0.08,154.7,34,0.099,0.054,73.99,NA,61.3,NA,830.834,"Trump"
"2516","Sibley County, Minnesota",67.2059013848,7727,13.5,86.5,13.4,2.8,75,27697.822855,2.7,NA,0.06,30.9,0.27,NA,0.291,0.082,112.1,NA,0.117,0.048,0,NA,57.8,NA,800.354,"Trump"
"2517","Traverse County, Minnesota",58.6264656616,1791,11.9,88.1,14.7,2.7,77.6,24177.679685,NA,NA,NA,20.6,0.165,NA,0.29,0.097,198.7,NA,0.136,0.051,250.88,NA,NA,NA,624.586,"Trump"
"2518","Boone County, Missouri",43.3863068946,83312,8.1,91.9,45.2,20.2,80.2,22807.966665,2.7,4,0.08,20.2,0.294,0.182,0.257,0.068,589.9,152.3,0.145,0.046,423.05,2.95,52,5.9,1129.03,"Clinton"
"2519","Clay County, Missouri",52.4803866822,109237,8.6,91.4,30.2,9.6,76,34056.91143,3.4,4,0.07,31.5,0.281,0.21,0.284,0.101,334,132.6,0.13,0.064,755.07,3.19,57.9,5.6,1030.224,"Trump"
"2520","Grundy County, Missouri",78.4500339905,4413,16.3,83.7,12.8,4.3,70,20469.66762,3.6,3.2,0.07,54.1,0.252,0.244,0.325,0.098,146.7,NA,0.174,0.064,150.07,NA,80.3,NA,1000.76,"Trump"
"2521","Johnson County, Missouri",64.9784227249,21087,9.3,90.7,24.1,9.8,75.95,20448.149205,3.6,2.5,0.06,26.1,0.262,0.179,0.325,0.104,625,67.6,0.161,0.069,150.82,NA,38.8,5.6,1085.088,"Trump"
"2522","Oregon County, Missouri",78.6449399657,4664,23.2,76.8,10.2,3.1,76.25,18645.17016,NA,2.9,0.09,51.1,0.292,0.228,0.323,0.133,190.6,54,0.221,0.069,180.92,NA,78.3,NA,1176.02,"Trump"
"2523","Bolivar County, Mississippi",33.1306990881,12831,28.5,71.5,20.4,7.9,80.2,19694.042855,3.9,3.4,0.14,78,0.629,0.216,0.356,0.142,1237.7,439.2,0.199,0.104,247.62,18.89,83.8,14.1,1356.233,"Clinton"
"2524","Hinds County, Mississippi",27.2231690264,91536,16.4,83.6,27.2,9.8,81.85,24213.75778,3.4,4,0.16,58.3,0.577,0.213,0.37,0.135,1185,1091.3,0.204,0.084,715.71,20.28,69.1,12.6,1417.574,"Clinton"
"2525","Lawrence County, Mississippi",64.3387580976,6329,20.5,79.5,11.8,4.8,75.45,26492.640315,4.4,3.8,0.12,63.5,0.372,0.292,0.378,0.168,701.5,375.7,0.214,0.105,NA,12.04,109,NA,1540.256,"Trump"
"2526","Stone County, Mississippi",75.533919598,6368,21,79,13.5,4.5,66.9,28011.26476,5.1,4.1,0.1,47.1,0.387,0.242,0.322,0.118,488.2,217,0.217,0.089,NA,NA,84,15.7,1674.114,"Trump"
"2527","Webster County, Mississippi",78.6027070064,5024,23.6,76.4,17.2,6.5,76.5,23359.353335,4.2,5.1,0.11,56.5,0.334,0.229,0.353,0.134,426.4,157.2,0.216,0.118,NA,NA,120.4,NA,1415.288,"Trump"
"2528","Wilkinson County, Mississippi",31.2649736464,4174,31.1,68.9,9,2.9,61.1,19552.33397,4.8,4,0.16,75.5,0.517,0.226,0.424,0.172,599.2,248.9,0.217,0.112,NA,18.39,93.3,NA,1614.043,"Clinton"
"2529","Deer Lodge County, Montana",42.1154779233,4122,14.9,85.1,18.8,4.8,58.25,20442.653335,4.7,5.2,0.1,32.6,0.319,0.291,0.274,0.081,311.9,NA,0.199,0.074,360.52,NA,144.5,NA,NA,"Clinton"
"2530","Yellowstone County, Montana",59.5889250112,64903,8.6,91.4,29,8,72.85,25968.38095,3.4,3.5,0.07,39,0.317,0.171,0.271,0.085,369.2,95.9,0.196,0.044,238.3,2.82,69,6.3,356.700666667,"Trump"
"2531","Mountrail County, North Dakota",63.6318283861,4009,11.5,88.5,19.9,5.7,72.75,28541.25524,3.1,2.5,0.08,73,0.335,0.237,0.356,0.089,790.4,NA,0.161,0.018,45.4,NA,110.9,NA,474.726,"Trump"
"2532","Oliver County, North Dakota",82.5349301397,1002,13.7,86.3,19.4,4.4,81.95,30987.06476,1.6,1.8,NA,29.2,0.101,NA,0.312,0.098,NA,NA,0.122,0.055,0,NA,NA,NA,453.263,"Trump"
"2533","Chase County, Nebraska",87.5742841707,1851,10.8,89.2,14.6,2.7,76.4,22900.38254,2.5,2.5,0.06,44.4,0.334,0.111,0.267,0.092,NA,NA,0.172,0.025,155.7,NA,101.9,NA,485.267,"Trump"
"2534","Lincoln County, Nebraska",76.5088681894,15674,8,92,19,5.7,75.9,27319.79238,3.6,3.1,0.08,37.1,0.268,0.162,0.324,0.09,437.2,26.7,0.116,0.034,178.51,NA,65.2,6.4,529.7805,"Trump"
"2535","Phelps County, Nebraska",83.1416793231,4609,7.7,92.3,22.7,5.2,78.25,26261.286985,2.7,1.7,0.06,23.2,0.176,0.133,0.333,0.096,76.2,NA,0.107,0.028,79.88,NA,67.2,NA,685.8,"Trump"
"2536","Saunders County, Nebraska",70.6359690508,10598,7.2,92.8,23.7,7.2,80.4,31225.05365,3.1,2.7,0.06,14.8,0.171,0.19,0.305,0.084,105.4,NA,0.104,0.042,67.91,NA,72.1,NA,779.695333333,"Trump"
"2537","Thayer County, Nebraska",76.2724837352,2613,12,88,16.1,3.6,75.5,23229.2527,3.3,2.4,0.09,17.7,0.132,0.122,0.278,0.118,96.9,NA,0.126,0.03,51.53,NA,76,NA,772.668,"Trump"
"2538","Thurston County, Nebraska",49.9260719566,2029,15.4,84.6,13.2,4.4,78.1,22484.71778,3.1,2.7,0.06,104.5,0.556,0.344,0.399,0.151,1027.7,NA,0.19,0.08,NA,NA,101.5,NA,756.158,"Clinton"
"2539","Merrimack County, New Hampshire",45.920941968,82041,8.7,91.3,32.7,12.7,78.8,32595.2473,2.9,3.2,0.06,16.5,0.281,0.153,0.264,0.082,207.4,113.2,0.12,0.049,147.66,1.86,52.6,6,1144.016,"Clinton"
"2540","Bergen County, New Jersey",42.5090828591,383965,9.1,90.9,44.5,16.7,84.35,44713.717145,2.8,2.9,0.08,6.8,0.192,0.14,0.214,0.075,130.2,226.9,0.135,0.081,101.97,1.28,30.6,3.5,1206.92333333,"Clinton"
"2541","Morris County, New Jersey",50.3825628496,248848,6.9,93.1,48.4,19,85.7,48042.675875,2.5,2.8,0.08,6.4,0.148,0.125,0.208,0.074,103,188.4,0.094,0.073,75.58,0.61,28.1,3.6,1289.98133333,"Trump"
"2542","Chautauqua County, New York",59.5735201798,49381,13.8,86.2,20.3,8.9,77.05,23641.500315,4.4,4.1,0.08,33.2,0.359,0.236,0.275,0.098,382.5,209.5,0.103,0.085,214.85,2.21,51.4,7.3,1105.281,"Trump"
"2543","Montgomery County, New York",60.6663608212,17438,17.3,82.7,15.9,7,75.45,27779.91238,3.5,3.3,0.07,39.1,0.391,0.306,0.269,0.089,248.4,164.1,0.108,0.104,183.66,NA,46.5,6.5,1143.762,"Trump"
"2544","San Juan County, Utah",48.9322191272,5385,18.2,81.8,17.2,6.4,77.1,23429.29651,3.3,3.1,0.06,39.3,0.329,0.098,0.285,0.091,391.2,NA,0.234,0.107,111.52,NA,112,NA,257.556,"Clinton"
"2545","Dinwiddie County, Virginia",55.0284489766,13533,22.9,77.1,13.1,3.1,69.1,32957.35365,3.3,3.1,0.09,32,0.404,0.282,0.324,0.126,558.8,194.2,0.153,0.065,174.16,5.81,64.1,NA,NA,"Trump"
"2546","King and Queen County, Virginia",56.9571230982,3615,24.2,75.8,9.9,2.6,60,29271.218415,NA,NA,0.11,50.5,0.234,NA,0.339,0.124,400.2,165,0.186,0.068,163.05,NA,89.6,NA,NA,"Trump"
"2547","King William County, Virginia",65.6139964789,9088,13,87,19.8,5.4,77.45,35919.03365,3.5,1.7,0.08,29,0.245,0.198,0.32,0.103,438,51.9,0.147,0.063,57.72,NA,58.1,NA,1084.072,"Trump"
"2548","Patrick County, Virginia",76.0278006832,8489,25.9,74.1,9.5,2.3,75.05,22956.8473,6.6,5.7,0.08,35.1,0.323,0.197,0.292,0.122,103.3,51,0.185,0.08,139.16,NA,84.7,NA,1324.27133333,"Trump"
"2549","Waynesboro city, Virginia",52.6442835199,9114,18.8,81.2,21.8,7.9,71.25,25559.074285,NA,NA,0.08,61.4,0.404,NA,0.294,0.109,375.4,162.2,0.165,0.069,325.2,NA,62.3,NA,1127.506,"Trump"
"2550","Rutland County, Vermont",45.0867678959,27660,10.9,89.1,26.3,9,78.7,25595.575555,3.5,3.6,0.07,20.8,0.312,0.179,0.282,0.087,200.7,66.7,0.082,0.06,159.32,2.29,79.6,6.7,1138.00466667,"Clinton"
"2551","Klickitat County, Washington",54.6708591135,9859,12.8,87.2,17.9,5.6,77.9,23527.83651,3.6,3.2,0.06,36,0.357,0.159,0.278,0.092,207.8,38.3,0.197,0.096,73.07,NA,80.8,NA,524.891,"Trump"
"2552","Lewis County, Washington",65.1050210042,24995,15.1,84.9,15,5.8,73.45,26023.88857,4,3.4,0.06,43.8,0.275,0.201,0.324,0.106,295.1,46.8,0.183,0.124,231.64,3.49,83.3,4.3,1435.1,"Trump"
"2553","Pierce County, Washington",42.1727755183,322592,10.2,89.8,23.4,8.1,71.1,32652.569205,3.9,3.6,0.06,34,0.312,0.178,0.314,0.102,517.9,147.5,0.155,0.089,476.6,4.09,58.2,6.1,1598.6125,"Clinton"
"2554","Calumet County, Wisconsin",58.0612206289,26429,8,92,25.3,6.2,77.25,33142.30095,2.4,2.5,0.06,13.2,0.204,0.11,0.31,0.077,189.9,15.2,0.076,0.054,112.33,NA,48,NA,781.939,"Trump"
"2555","Jackson County, Wisconsin",53.3253640513,9202,14,86,14.8,5.2,67.25,25119.956825,3.9,6.3,0.07,34.6,0.342,0.203,0.314,0.093,272.3,NA,0.119,0.077,50.85,NA,71,NA,868.934,"Trump"
"2556","Marquette County, Wisconsin",60.3097401766,7813,14.4,85.6,12.8,3.6,72.5,25673.927935,3.6,3.5,0.06,32.1,0.292,0.242,0.295,0.093,123.1,37,0.115,0.087,73.95,NA,101.1,NA,875.538,"Trump"
"2557","Sheboygan County, Wisconsin",55.5292503002,58290,10.5,89.5,20.5,5.8,76.1,30057.25619,3.3,3.2,0.06,29.1,0.231,0.17,0.267,0.095,292.7,43.4,0.097,0.066,142.97,NA,53.2,5.6,843.4324,"Trump"
"2558","Wirt County, West Virginia",78.9626556017,2410,16,84,11,3.9,71.35,24599.595555,2.7,2.5,0.08,40.9,0.209,0.281,0.384,0.144,NA,NA,0.2,0.105,273.34,NA,NA,NA,1088.39,"Trump"
"2559","Crook County, Wyoming",88.7562980642,3771,8.1,91.9,22.8,7.5,73.95,29520.849205,3.1,3.2,0.06,40.7,0.222,0.188,0.24,0.072,84.4,NA,0.184,0.051,58.97,NA,103.6,NA,NA,"Trump"
"2560","Washakie County, Wyoming",78.3580080754,3715,10.4,89.6,24.5,8.9,70.8,27096.85365,2.8,2.3,0.06,41.9,0.23,0.14,0.241,0.085,141.4,NA,0.183,0.054,67.97,NA,70.2,NA,286.2072,"Trump"
"2561","Sumter County, Alabama",24.7379126897,6391,24.6,75.4,12.8,5.3,80.3,17046.567935,4.3,5.4,0.14,33.8,0.618,0.17,0.401,0.16,979.4,292.2,0.179,0.116,322.68,NA,66.3,NA,1404.62,"Clinton"
"2562","Randolph County, Arkansas",70.6804640953,6378,22.2,77.8,11.1,3,77.85,22196.970795,4.1,5.2,0.07,57.4,0.286,0.192,0.342,0.123,266.4,59.5,0.205,0.099,30.41,NA,84.2,NA,1232.154,"Trump"
"2563","San Francisco County, California",9.44250537237,365295,14.3,85.7,51.2,19.7,76.55,42931.72635,3.1,3.1,0.07,16.2,0.296,0.095,0.16,0.069,587.8,2021.7,0.139,0.073,712.15,8.37,62.5,4,NA,"Clinton"
"2564","Fresno County, California",45.5315187162,250264,26.9,73.1,19.7,6.3,75.85,23679.841905,4.2,3.7,0.07,55.1,0.382,0.139,0.294,0.09,632.1,200.7,0.224,0.152,535.22,8.18,56.3,6.9,484.632,"Clinton"
"2565","Kit Carson County, Colorado",80.0996401882,3613,15.5,84.5,14.9,5.8,76.4,23295.435555,2.8,2.1,0.07,49.4,0.263,0.173,0.272,0.073,208.8,NA,0.246,0.047,154.72,NA,85.8,NA,453.728666667,"Trump"
"2566","Grand County, Colorado",52.4726888288,8513,5.2,94.8,28.8,7.4,57.3,31313.353015,2.1,4,0.11,24.1,0.192,0.219,0.18,0.055,137.5,87.2,0.196,0.076,273.34,NA,61.9,NA,385.699,"Trump"
"2567","Park County, Colorado",59.0824792582,10245,6.5,93.5,32.6,10.5,80.3,33051.15873,3.1,3.4,0.11,12,0.129,0.157,0.184,0.052,80.8,106.4,0.177,0.075,80.01,NA,76.2,NA,326.009,"Trump"
"2568","Broward County, Florida",31.4182517315,822837,12.9,87.1,29.6,10.4,79.8,31062.72349,3.4,3.4,0.09,28.7,0.373,0.143,0.241,0.092,398.3,1078.8,0.26,0.074,505.05,5.08,61.6,6.2,1602.00109091,"Clinton"
"2569","Lafayette County, Florida",82.8148148148,3375,18.7,81.3,9,3,70.1,24335.264125,5.5,3.9,0.08,61.3,0.241,0.167,0.347,0.11,134.2,380.3,0.268,0.074,216.06,NA,77.6,NA,1376.934,"Trump"
"2570","Walton County, Florida",76.5666438213,33559,15.7,84.3,25,8.2,71.1,26117.10254,4.6,4.4,0.09,51.1,0.353,0.227,0.267,0.106,234.8,150.6,0.237,0.056,398.51,4.95,97.9,7.8,1618.234,"Trump"
"2571","Franklin County, Kentucky",49.5347862531,23860,14.5,85.5,27.2,9.7,74.65,28380.62762,4,4.5,0.1,45.6,0.409,0.278,0.319,0.113,765.3,118.1,0.169,0.067,240.63,2.92,59.9,7.6,NA,"Clinton"
"2572","Marengo County, Alabama",47.7164778955,10948,20.3,79.7,17.9,5.6,76.6,21394.021585,4.8,4.5,0.12,49.1,0.458,0.168,0.416,0.174,724.9,128.4,0.177,0.094,449.4,6.67,68.5,10.5,NA,"Clinton"
"2573","Baldwin County, Alabama",77.3514719949,94090,12.4,87.6,26.8,8.7,74.95,26630.565395,3.3,3.8,0.09,46.4,0.279,0.206,0.266,0.118,301.5,188.1,0.166,0.068,213.3,4.18,76.2,6.4,NA,"Trump"
"2574","Crenshaw County, Alabama",72.1529110685,6252,26.3,73.7,10.1,3.9,78.6,22051.826985,4,3.8,0.09,53.6,0.45,0.166,0.357,0.148,553.5,176.4,0.192,0.072,357.87,NA,86.1,NA,NA,"Trump"
"2575","Autauga County, Alabama",73.4357893029,24661,14.7,85.3,21.7,7.1,78.8,30043.21365,5.1,3.6,0.09,39,0.301,0.217,0.305,0.118,446.9,181.1,0.139,0.065,302.91,3.57,69.6,9,NA,"Trump"
"2576","Montgomery County, Arkansas",74.1284932296,3471,17.8,82.2,10.1,3.3,77.95,20693.824125,NA,4.6,0.08,51,0.297,0.201,0.296,0.117,318,119.7,0.24,0.077,42.7,NA,96.9,NA,1424.686,"Trump"
"2577","Scott County, Arkansas",78.2751810402,3038,26.3,73.7,9,2.9,69.1,22535.493015,4.5,4.2,0.08,79.6,0.363,0.317,0.294,0.125,443.6,52.8,0.244,0.066,177.7,NA,76.7,NA,1265.51266667,"Trump"
"2578","Plumas County, California",57.5198187995,8830,7.8,92.2,19.8,7.3,78.15,28615.209525,4.1,3.4,0.06,25.1,0.472,0.144,0.23,0.093,192.3,56.5,0.183,0.147,552.97,NA,83.3,NA,969.179333333,"Trump"
"2579","Mono County, California",40.3570042685,5154,12.6,87.4,29.9,11.3,65.35,23911.99905,NA,3.1,0.08,27.1,0.22,NA,0.208,0.066,174.7,58.5,0.234,0.105,380.26,NA,33.1,NA,NA,"Clinton"
"2580","Prowers County, Colorado",70.4700683005,4978,19.5,80.5,18.3,7.2,80.45,21133.90127,4.1,3.7,0.09,67.7,0.319,0.191,0.255,0.073,390.5,89.6,0.226,0.065,102.68,NA,92.7,NA,412.326666667,"Trump"
"2581","Lincoln County, Colorado",77.9766860949,2402,15.5,84.5,15.3,4,70.2,24368.85905,2.6,NA,0.09,46.7,0.236,0.247,0.231,0.076,165,167.5,0.195,0.053,142.03,NA,87.7,NA,396.3416,"Trump"
"2582","Jefferson County, Colorado",42.0745713649,309529,7.1,92.9,39.3,13.7,77.9,36198.35651,2.8,2.9,0.08,23.1,0.277,0.157,0.196,0.056,227.5,128.8,0.139,0.076,237.63,1.96,59.7,5.1,507.818571429,"Clinton"
"2583","Tolland County, Connecticut",44.1020384331,77069,7.8,92.2,36.8,16.8,84.7,33592.645395,2.9,2.8,0.07,6.9,0.224,0.138,0.234,0.073,175.1,92.9,0.073,0.072,NA,NA,39.6,4.8,1253.06666667,"Clinton"
"2584","Lee County, Florida",58.6687415783,325797,13.3,86.7,24.6,8.9,73.95,27992.81016,3.7,4.4,0.08,44.3,0.372,0.197,0.259,0.105,320.8,293.1,0.262,0.089,383.18,6.84,84,6.5,1386.332,"Trump"
"2585","Madison County, Florida",57.0269316712,8503,25.2,74.8,10.6,3.1,64.2,20938.19524,4.2,4.3,0.1,56.5,0.453,0.205,0.363,0.144,507.5,579.5,0.229,0.101,811.07,8.17,98.4,11.6,1334.262,"Trump"
"2586","Burke County, Georgia",48.0320855615,9350,24.9,75.1,9.1,3.5,77.75,23391.017145,4.2,NA,0.13,72.2,0.505,0.088,0.359,0.126,804.1,540.8,0.205,0.116,857.64,11.79,98.8,11.4,1214.12,"Clinton"
"2587","Chattooga County, Georgia",78.3046325491,8246,31.6,68.4,8,2.7,72.05,24040.846985,4.6,6.8,0.09,80.2,0.411,0.289,0.328,0.121,178.7,243.6,0.226,0.108,180.89,NA,91.6,9.5,1395.984,"Trump"
"2588","Coweta County, Georgia",69.3353991682,61315,12.8,87.2,25.7,8.3,78.3,33575.3527,3.4,3.4,0.07,41.5,0.269,0.161,0.296,0.11,216,138.7,0.171,0.083,203.92,4.15,50.9,5.4,1292.86,"Trump"
"2589","Decatur County, Georgia",58.6931041219,10238,24.4,75.6,12.5,4.9,74.8,23854.12603,4.2,3.5,0.11,83.5,0.533,0.244,0.317,0.129,971.3,410.4,0.221,0.113,439.8,7.18,78.1,7.5,NA,"Trump"
"2590","Hancock County, Georgia",23.5442329227,3572,33.9,66.1,10.3,3.3,74.4,19777.351745,NA,NA,0.15,45.6,0.616,NA,0.387,0.163,723.4,218.9,0.213,0.17,136.97,NA,62.1,NA,NA,"Clinton"
"2591","Johnson County, Georgia",68.4139054861,3682,34.5,65.5,8.9,2.9,66.95,20483.93778,5.6,4.8,0.11,63.8,0.365,0.149,0.325,0.134,421.1,419.2,0.215,0.13,422.19,NA,66.2,NA,1239.774,"Trump"
"2592","Lowndes County, Georgia",57.881726564,36813,17.1,82.9,22.3,8.3,73.15,22158.756825,4.2,3.2,0.11,48.7,0.413,0.246,0.313,0.111,1242.3,437,0.243,0.087,307.92,6.12,46,13.5,1330.96,"Trump"
"2593","Thomas County, Georgia",59.9305926321,18730,18.6,81.4,19.6,7.5,75.85,26350.061585,3.7,3.9,0.11,66.6,0.482,0.22,0.326,0.137,548.1,215,0.213,0.08,273.71,5.83,58.5,7.5,1350.01,"Trump"
"2594","Washington County, Georgia",49.1332225125,8422,25.2,74.8,10.7,3.6,66.85,22034.581905,5.7,NA,0.12,59.6,0.469,0.262,0.347,0.148,729.5,226.3,0.209,0.113,344.19,NA,69.1,12.8,1193.038,"Clinton"
"2595","Honolulu County, Hawaii",31.6070609732,285683,10.1,89.9,31.1,10.6,73.3,32640.27651,2.8,2.7,0.08,33,0.278,0.146,0.218,0.089,497.5,200.7,0.073,0.052,264,2,45.7,6.7,NA,"Clinton"
"2596","Delaware County, Iowa",62.062193126,9165,8.7,91.3,14.6,4,78.2,27648.23651,2,2.5,0.06,23.3,0.187,0.203,0.345,0.084,220.9,NA,0.102,0.044,217.89,NA,62.7,NA,929.64,"Trump"
"2597","Fremont County, Iowa",67.5576814856,3554,8.9,91.1,17.4,3.7,79.15,28909.566985,3.6,NA,0.08,36.7,0.272,0.169,0.333,0.099,67.9,NA,0.095,0.057,176.25,NA,58.4,NA,890.524,"Trump"
"2598","Union County, Iowa",61.0436893204,5768,10.6,89.4,15.6,5.5,75.05,22989.474285,2,NA,0.07,35.6,0.341,0.15,0.331,0.107,310.9,NA,0.11,0.051,195.31,NA,79,NA,906.78,"Trump"
"2599","Adams County, Idaho",71.2780577187,2183,11.6,88.4,21.3,7.5,80.6,19138.11111,3.7,4.1,NA,32.8,0.344,0.212,0.273,0.112,NA,NA,0.23,0.139,160.75,NA,NA,NA,521.038666667,"Trump"
"2600","Bingham County, Idaho",65.6060150376,16625,15.4,84.6,15.9,3.9,74.4,21350.026665,3.5,2.9,0.08,44.8,0.214,0.162,0.337,0.124,178.4,69.4,0.228,0.061,140.03,NA,66.1,5.9,286.512,"Trump"
"2601","Gooding County, Idaho",72.1055673281,5191,23.8,76.2,11.5,2.8,65.25,24622.821585,3.9,3,0.07,55.9,0.211,0.198,0.308,0.098,187.4,98.4,0.277,0.051,138.93,NA,64.8,NA,262.128,"Trump"
"2602","Whitley County, Indiana",73.105889926,15535,9.8,90.2,16.6,5.3,72.7,29897.92381,3.3,2,0.08,30.8,0.262,0.215,0.337,0.09,203.6,20.6,0.14,0.079,45.53,NA,55.8,NA,1013.206,"Trump"
"2603","Coffey County, Kansas",75.466935891,3962,8.5,91.5,20,5.6,78.3,25799.569205,2.6,2,0.06,27.1,0.299,0.161,0.352,0.109,175.8,NA,0.124,0.06,151.65,NA,86.2,NA,1013.968,"Trump"
"2604","Franklin County, Kansas",65.912929255,10658,9.9,90.1,18.5,5.6,78.35,27241.886665,2.9,2.7,0.07,44.6,0.267,0.219,0.333,0.111,366.4,71,0.119,0.076,277.44,NA,77.4,7.8,1037.25133333,"Trump"
"2605","Greenwood County, Kansas",76.3429384561,2811,9.5,90.5,14.6,4.3,75.4,22938.06127,5.5,4,0.06,44.8,0.396,0.214,0.335,0.111,105.4,NA,0.157,0.055,143.53,NA,105.5,NA,987.806,"Trump"
"2606","Jefferson County, Kansas",62.7162311373,8151,8.2,91.8,22.2,7.7,78.75,31162.559685,3.3,3,0.06,26.4,0.207,0.186,0.339,0.107,174.2,69.1,0.122,0.064,197.14,NA,74.5,NA,989.499333333,"Trump"
"2607","McPherson County, Kansas",67.5640922607,12443,11.9,88.1,25.1,7.4,79.85,26775.12476,2.3,2.2,0.06,27.3,0.22,0.139,0.303,0.096,188.1,40.9,0.124,0.04,206.5,NA,67.8,NA,805.18,"Trump"
"2608","Montgomery County, Kansas",72.8383377785,11623,13.6,86.4,18.6,5.9,76,23466.58635,3.6,3.4,0.09,55.5,0.355,0.229,0.338,0.122,326.5,50.4,0.163,0.077,434.53,4.44,89.1,10.1,1119.886,"Trump"
"2609","Stevens County, Kansas",84.4036697248,1853,21,79,13.9,4.2,77.6,29374.36984,NA,1.1,0.04,50.9,0.104,0.245,0.337,0.103,124.7,NA,0.215,0.041,25.53,NA,104.9,NA,486.156,"Trump"
"2610","Carlisle County, Kentucky",80.5074971165,2601,21.1,78.9,10.6,2.8,72,22907.51746,7.3,NA,0.09,39.3,0.221,NA,0.303,0.127,178.3,NA,0.191,0.074,45.48,NA,101.4,NA,1366.52,"Trump"
"2611","Clark County, Kentucky",66.1029502531,16202,18.6,81.4,17.7,6.2,72.3,27955.584445,6.5,4.8,0.1,54.8,0.274,0.402,0.317,0.115,363,105.2,0.158,0.08,272.54,4.49,98,7.1,NA,"Trump"
"2612","Athens County, Ohio",38.7101392219,27941,13.2,86.8,27.3,15.1,87.3,10229.8784125,3.7,5.2,0.08,14.1,0.319,0.303,0.331,0.097,369,68.7,0.171,0.077,101.67,NA,57.1,7,999.998,"Clinton"
"2613","Lucas County, Ohio",38.6584169779,191684,12.9,87.1,23,8.3,77.95,25955.941905,4.2,4.5,0.09,46.3,0.446,0.223,0.318,0.103,646.6,222.9,0.147,0.08,774.71,5.67,59,9,847.852,"Clinton"
