"","County","TrumpPct","Votes","Less_Than_High_School_Diploma","At_Least_High_School_Diploma","At_Least_Bachelor's_Degree","Graduate_Degree","School_Enrollment","Median_Earnings_2010","Poor.physical.health.days","Poor.mental.health.days","Low.birthweight","Teen.births","Children.in.single.parent.households","Adult.smoking","Adult.obesity","Diabetes","Sexually.transmitted.infections","HIV.prevalence.rate","Uninsured","Unemployment","Violent.crime","Homicide.rate","Injury.deaths","Infant.mortality","precip","Candidate"
"1553","Randolph County, Illinois",71.2086659065,14032,21.5,78.5,12,3.5,73.05,26549.81397,3.6,NA,0.08,43.9,0.342,0.133,0.311,0.086,275.8,265.7,0.111,0.085,169.1,NA,63.7,NA,1112.6216,"Trump"
"1554","Union County, Illinois",67.8881841673,8514,20.9,79.1,17.8,5.9,76.95,27211.04127,NA,NA,0.08,49.1,0.286,NA,0.31,0.1,310.6,50,0.141,0.11,100.61,NA,67.9,NA,1279.652,"Trump"
"1555","Warren County, Illinois",55.4155844156,7700,14.5,85.5,19.9,6.8,86.65,20127.47524,3,3.2,0.07,27.5,0.406,NA,0.304,0.103,348,40.5,0.149,0.075,345.24,NA,72.1,NA,973.497333333,"Trump"
"1556","Floyd County, Indiana",57.5607790463,37225,12.7,87.3,22.1,7.6,77.25,31033.73524,4,3.7,0.09,39.8,0.356,0.281,0.295,0.098,352.1,154.4,0.143,0.076,179.82,3.33,56,4.9,1098.804,"Trump"
"1557","Jackson County, Indiana",73.3344741045,17532,15.8,84.2,13.8,4.9,71.95,26963.93619,3.9,4.1,0.08,56.8,0.306,0.232,0.316,0.102,337.5,83.1,0.183,0.072,280.86,NA,57.8,6.8,1204.595,"Trump"
"1558","LaPorte County, Indiana",50.402275859,44994,14.6,85.4,16.7,5.8,74.55,27441.957145,3.5,3.5,0.1,47.7,0.376,0.266,0.318,0.103,331.3,192.5,0.172,0.1,188.21,4.14,67.6,9.5,1028.319,"Trump"
"1559","Ohio County, Indiana",72.6088447035,2917,18.8,81.2,12.1,3.6,75.3,29594.56508,6.2,NA,0.06,32.9,0.271,0.284,0.308,0.112,247.3,NA,0.158,0.085,NA,NA,NA,NA,1161.034,"Trump"
"1560","Putnam County, Indiana",72.4591280654,14680,14.9,85.1,17.6,8.4,74.8,24476.43905,2.8,2.8,0.07,29.8,0.272,0.244,0.323,0.119,250.5,126.9,0.146,0.091,76.26,NA,54.1,NA,1156.462,"Trump"
"1561","Vermillion County, Indiana",65.2538695212,6913,14.6,85.4,12.3,4.2,76.75,26112.39778,3.9,3.6,0.09,43.8,0.353,0.247,0.283,0.127,172.5,56.6,0.155,0.112,172.32,NA,73.1,NA,1143,"Trump"
"1562","Reno County, Kansas",64.3978164449,23448,12.3,87.7,18.8,5.7,74.4,24345.193015,3.1,3.1,0.07,43.3,0.331,0.191,0.322,0.116,295.6,47.5,0.143,0.052,445,2.46,79.3,6.3,784.86,"Trump"
"1563","Stanton County, Kansas",78.167115903,742,29.5,70.5,14.2,3.3,75.7,24212.097145,3,NA,NA,83.9,0.112,NA,0.306,0.097,266.7,NA,0.268,0.031,90.8,NA,NA,NA,459.232,"Trump"
"1564","Adair County, Kentucky",80.6341878265,8231,31.3,68.7,14.4,7.8,76.45,19131.21746,5.7,5,0.09,41.5,0.269,0.34,0.339,0.125,230.1,NA,0.213,0.077,52.44,NA,77.6,NA,1260.094,"Trump"
"1565","Clay County, Kentucky",86.6371027347,6765,41.1,58.9,7.5,4.1,75.8,19298.461905,7.7,5.9,0.11,65.2,0.291,0.363,0.315,0.135,207.2,113.6,0.177,0.127,65.17,NA,117.1,10.4,1263.65,"Trump"
"1566","Perry County, Alabama",26.6983824929,5255,28.5,71.5,13.3,4.9,78.35,17184.70381,5.2,4.2,0.14,55.3,0.638,0.259,0.389,0.182,1234,320.9,0.196,0.129,463.62,NA,74.8,NA,NA,"Clinton"
"1567","Garland County, Arkansas",63.9588550106,40734,15,85,20.2,6.8,73.9,21599.101905,4.2,5.3,0.09,55.8,0.364,0.277,0.283,0.111,345.9,193.8,0.23,0.075,573.54,10.01,107.1,7.9,1421.97666667,"Trump"
"1568","Phillips County, Arkansas",35.2423542989,6932,29.1,70.9,12.1,3.7,75.75,20110.940635,4.5,5,0.14,92.1,0.658,0.242,0.38,0.159,1534.4,362.3,0.183,0.109,1265.57,29.95,109.7,9.9,NA,"Clinton"
"1569","Elbert County, Colorado",73.5292242973,15689,3.9,96.1,29.2,9.6,83.35,36008.81397,2.4,2.9,0.1,12.5,0.136,0.152,0.202,0.051,151,41.4,0.136,0.072,48.63,NA,55.5,NA,445.77,"Trump"
"1570","DeSoto County, Florida",62.670755506,10761,32.5,67.5,11.6,4.7,61.6,19650.8873,3.4,3.5,0.07,73.1,0.483,0.161,0.344,0.128,298,577.9,0.328,0.092,717.68,4.58,76.4,NA,1326.896,"Trump"
"1571","Jackson County, Florida",67.7763490022,20997,22.6,77.4,12.8,4.6,73.75,23035.998095,4,3.6,0.1,51.2,0.343,0.183,0.339,0.127,559.9,712.6,0.193,0.071,487.2,11.12,81.5,8,1360.932,"Trump"
"1572","Lanier County, Georgia",69.3463823838,2861,23.2,76.8,9.4,3.9,64.7,20739.99143,4.6,4.5,0.09,53.2,0.47,0.197,0.292,0.112,403.7,133,0.272,0.077,211.76,NA,53.2,NA,NA,"Trump"
"1573","Oconee County, Georgia",67.7088807147,19030,11.3,88.7,44.9,23,85.85,34309.598415,2,NA,0.08,14.7,0.204,0.128,0.267,0.096,188.8,32.8,0.15,0.055,233.69,NA,38.8,NA,1241.679,"Trump"
"1574","Talbot County, Georgia",36.8794326241,3243,21.3,78.7,10.9,5.8,80.05,22719.44635,NA,NA,0.16,62.9,0.495,NA,0.348,0.167,844.3,257.5,0.212,0.093,217.52,NA,112.6,NA,1262.38,"Clinton"
"1575","Clinton County, Ohio",74.3977900552,18100,13.7,86.3,14.7,5.3,75.8,26729.600315,4,NA,0.09,45.6,0.366,0.19,0.297,0.106,190.8,63.4,0.134,0.103,77.51,NA,70.2,6.9,1042.289,"Trump"
"1576","Hamilton County, Ohio",43.0308860759,395000,12.3,87.7,32.5,12.4,78.85,29786.21524,3.3,3.7,0.1,43.2,0.425,0.189,0.284,0.106,805.8,331.4,0.139,0.07,534.73,10.29,61.9,10.6,1145.9845,"Clinton"
"1577","Muskingum County, Ohio",65.1296352542,36217,13.5,86.5,14.2,5.8,76.05,24023.88222,3.3,3.9,0.1,45.6,0.374,0.225,0.295,0.113,291.1,81.9,0.14,0.097,184.11,2.83,57.5,8.2,963.295,"Trump"
"1578","Choctaw County, Oklahoma",77.5419819155,5419,23.5,76.5,11.5,2.6,74.95,18392.567935,4,2.8,0.09,94.3,0.414,0.271,0.343,0.148,439.3,99,0.235,0.066,189.62,11.27,111.9,12.7,1184.148,"Trump"
"1579","Johnston County, Oklahoma",77.0057485629,4001,18.8,81.2,19,7.9,90.05,24545.183175,6.4,5.6,0.09,72.6,0.433,0.232,0.31,0.128,305.2,175.9,0.232,0.054,281.26,NA,136.9,NA,1109.30266667,"Trump"
"1580","Payne County, Oklahoma",59.9805398393,27749,10.8,89.2,34,14.6,83.85,14756.8727,4,4.7,0.06,22.1,0.281,0.175,0.309,0.085,436,55.5,0.216,0.048,202.55,NA,55.5,4.8,958.886285714,"Trump"
"1581","Rogers County, Oklahoma",75.6550913454,40834,10.9,89.1,21.2,6.4,79.1,31319.75905,4.4,3.5,0.08,35.1,0.209,0.254,0.311,0.114,193.8,78,0.17,0.054,162.75,2.05,69.9,6.7,1153.16,"Trump"
"1582","Washington County, Wisconsin",67.8448705506,76246,7.8,92.2,26,7.7,78.3,34882.141585,2.4,2.3,0.06,15.1,0.217,0.142,0.273,0.088,102,31.8,0.068,0.064,91.18,1.67,58.4,3.5,873.506,"Trump"
"1583","Randolph County, West Virginia",70.1090976331,10816,18.9,81.1,17.6,7.2,74.15,21802.97111,5.2,4.6,0.09,52.9,0.32,0.239,0.326,0.125,122.2,84,0.195,0.086,338.4,NA,69.1,NA,1373.03933333,"Trump"
"1584","Garrard County, Kentucky",77.4904843155,7619,21.2,78.8,13.8,4.2,76.7,24830.88889,5,6.2,0.11,45.3,0.202,0.253,0.374,0.126,325.7,NA,0.197,0.087,62.44,NA,65.3,NA,NA,"Trump"
"1585","Hardin County, Kentucky",62.5159361165,43141,12.6,87.4,18.5,7.7,71.35,27142.801905,4.2,3.6,0.08,52.4,0.358,0.233,0.301,0.112,490.4,114.1,0.154,0.079,241.16,2.74,59.2,6.2,1221.4225,"Trump"
"1586","Lee County, Kentucky",80.6524184477,2667,34.7,65.3,7.8,3.5,69.55,15589.320315,8.2,7.7,0.11,54.8,0.366,0.409,0.312,0.122,179.1,73.3,0.175,0.126,32.65,NA,127.1,NA,1224.661,"Trump"
"1587","West Feliciana Parish, Louisiana",58.4684373922,5798,34.9,65.1,12.8,4.3,77.15,23097.941905,3.7,NA,0.09,39.2,0.297,NA,0.349,0.13,200.5,885.6,0.172,0.075,277.57,NA,54.8,NA,1541.526,"Trump"
"1588","Worcester County, Massachusetts",41.2466008001,380972,11.4,88.6,32.9,12.7,81.85,35845.82508,3.3,3.4,0.07,21.3,0.283,0.181,0.256,0.087,288.3,244.1,0.045,0.075,452.63,1.76,44.3,5.5,1224.23766667,"Clinton"
"1589","Talbot County, Maryland",53.9106294378,18731,12,88,32.7,15.6,74.6,31857.918095,3.1,3,0.07,28.2,0.31,0.122,0.269,0.099,289.3,179.6,0.135,0.076,223.83,NA,63.2,NA,1187.704,"Trump"
"1590","Washington County, Maryland",63.9574517133,60731,16.6,83.4,18.7,6.7,73.25,30939.57524,3.5,3.7,0.08,42.5,0.34,0.206,0.317,0.113,348.8,458,0.119,0.085,290.82,2.47,57.1,5.7,1035.47333333,"Trump"
"1591","Cumberland County, Maine",33.691875573,171249,6.7,93.3,39.5,14.8,78.8,30224.666665,2.9,3.3,0.07,15.3,0.31,0.135,0.219,0.074,264.9,177.5,0.114,0.058,155.49,2.1,55.1,5.5,1239.3295,"Clinton"
"1592","Gogebic County, Michigan",54.9569260222,7313,9.8,90.2,18.6,4.5,72.8,21427.58889,4,3.7,0.06,32.1,0.359,0.136,0.283,0.107,159.7,NA,0.161,0.102,NA,NA,92.3,NA,1010.158,"Trump"
"1593","Wexford County, Michigan",65.4493095098,15279,12.6,87.4,16.4,5.5,73.75,23563.39143,3.9,3.9,0.07,46.5,0.324,0.24,0.325,0.104,284.2,28.7,0.136,0.116,353.17,NA,72.9,6.8,887.095,"Trump"
"1594","Anoka County, Minnesota",50.7056561135,184084,7.2,92.8,25.7,7.2,77.3,36412.700635,3.1,2.9,0.07,19.5,0.24,0.17,0.307,0.083,307.4,78.2,0.093,0.058,172.63,1.98,43.9,4.5,803.402,"Trump"
"1595","Faribault County, Minnesota",63.3446634942,7355,11,89,15.3,3.4,74.7,24249.5873,4.2,NA,0.06,28,0.316,0.173,0.297,0.087,75.8,56.1,0.115,0.06,98.38,NA,56.7,NA,824.060666667,"Trump"
"1596","Goodhue County, Minnesota",54.9808129063,25538,9.8,90.2,22.7,6.3,75.1,31210.22476,2.1,2.7,0.06,24.7,0.249,0.193,0.28,0.084,207.7,22.5,0.098,0.054,107.99,NA,85.8,NA,862.838,"Trump"
"1597","Kittson County, Minnesota",57.0884468895,2363,11.4,88.6,19.1,2.7,75.55,26891.46476,NA,NA,NA,11.7,0.233,NA,0.316,0.1,NA,NA,0.101,0.053,29.56,NA,NA,NA,543.052,"Trump"
"1598","Lac qui Parle County, Minnesota",59.8174706649,3835,11.6,88.4,16.2,3.3,76.2,26000.24381,2.1,NA,0.04,15.7,0.206,NA,0.292,0.101,69.5,NA,0.1,0.045,55.4,NA,81.7,NA,642.493,"Trump"
"1599","Scott County, Minnesota",53.700766232,74390,6.1,93.9,36,9.4,80.3,40613.92889,2.6,2.5,0.06,16.5,0.172,0.132,0.24,0.062,194.6,53.5,0.078,0.052,136.65,NA,37.8,4,786.13,"Trump"
"1600","Dent County, Missouri",82.6054883446,6778,24,76,11.2,3.6,67.95,22897.130475,7,NA,0.08,55.8,0.289,0.351,0.343,0.103,165.9,NA,0.192,0.076,184.55,NA,117.5,NA,1187.53466667,"Trump"
"1601","Iron County, Missouri",74.4835680751,4260,24.8,75.2,9.1,2.9,71.75,22315.07905,4.8,5.8,0.07,51.9,0.291,0.413,0.309,0.113,122,55,0.194,0.079,211.94,NA,99.2,NA,1149.858,"Trump"
"1602","Macon County, Missouri",76.4480802217,7579,17.9,82.1,15,4.4,73.7,22778.360635,3.1,4.3,0.07,45.1,0.25,0.183,0.309,0.109,224.5,38.8,0.178,0.064,190.18,NA,104.3,NA,1068.07,"Trump"
"1603","Mercer County, Missouri",85.4514088557,1739,12.7,87.3,14.2,5.5,75.5,23493.300315,NA,NA,0.09,23.3,0.408,0.279,0.324,0.123,NA,NA,0.212,0.048,207.54,NA,NA,NA,949.96,"Trump"
"1604","Clay County, Mississippi",41.5261044177,9960,21.6,78.4,18.1,6.8,77.95,22110.46127,4,5,0.13,56.9,0.54,0.251,0.394,0.152,635.5,266.3,0.215,0.168,373.17,NA,61.3,13.5,NA,"Clinton"
"1605","Blaine County, Montana",47.5992438563,2645,14.6,85.4,17.2,3.3,75.8,21984.69778,3.6,3.2,0.08,80.5,0.452,0.303,0.335,0.116,761.6,NA,0.31,0.056,170.92,NA,102,NA,339.047666667,"Clinton"
"1606","Alamance County, North Carolina",55.2018364518,69264,18.6,81.4,21.4,6.8,76.2,25717.54222,3.8,3.6,0.09,42.4,0.411,0.238,0.341,0.124,459.9,250.2,0.206,0.094,426.16,4.94,63.4,8.3,1146.175,"Trump"
"1607","Forsyth County, North Carolina",43.3559988175,172509,13.1,86.9,31.2,10.3,77.25,28197.07111,3,3,0.1,44,0.386,0.197,0.26,0.101,765.7,437.7,0.187,0.09,563.58,6.44,58.6,10,1141.05266667,"Clinton"
"1608","Jones County, North Carolina",58.3647549117,5039,21.8,78.2,10.7,2.7,72.1,23066.680315,3.6,6.2,0.1,42.1,0.42,0.442,0.341,0.152,459.1,311.9,0.21,0.105,NA,NA,55.7,NA,1337.31,"Trump"
"1609","Rowan County, North Carolina",67.1993404991,63078,20,80,17,4.8,74.8,26819.39746,4.2,4.2,0.1,51.4,0.366,0.249,0.331,0.126,487.6,283.8,0.194,0.099,328.15,6.53,77.7,8,1077.468,"Trump"
"1610","Stokes County, North Carolina",76.5305202416,22182,20.8,79.2,10.9,2.9,73.8,26694.66349,3.8,5.3,0.09,33.8,0.321,0.361,0.256,0.103,230.7,81.3,0.17,0.089,341.33,3.96,81.3,9.6,1186.18,"Trump"
"1611","Barnes County, North Dakota",60.0799543118,5253,11.5,88.5,25.8,8.2,79.55,26754.783175,2,2.2,0.05,21.6,0.269,0.164,0.27,0.064,189.9,NA,0.115,0.034,42.46,NA,74.2,NA,523.748,"Trump"
"1612","Logan County, North Dakota",84.1747572816,1030,30.3,69.7,12.5,0.9,83.8,22210.79016,3.1,3.5,NA,NA,0.123,0.162,0.348,0.116,NA,NA,0.187,0.031,0,NA,NA,NA,484.378,"Trump"
"1613","Boone County, Nebraska",80.1883501918,2867,8.2,91.8,15.8,4.9,74,22742.891745,2.2,1.9,0.06,15.6,0.137,0.125,0.279,0.093,147.8,NA,0.123,0.026,NA,NA,NA,NA,692.404,"Trump"
"1614","Franklin County, Nebraska",81.2198067633,1656,11.8,88.2,16.3,4.8,81.05,22442.22127,2.6,3.1,NA,24.7,0.163,0.179,0.317,0.101,NA,NA,0.15,0.032,20.96,NA,NA,NA,649.224,"Trump"
"1615","Holt County, Nebraska",85.8606145812,4979,11.8,88.2,16.1,4.6,73.7,23035.349205,2.2,2.5,0.06,18.5,0.157,0.131,0.303,0.095,NA,NA,0.149,0.029,NA,NA,99.2,NA,647.954,"Trump"
"1616","Nuckolls County, Nebraska",79.3776126335,2153,9.5,90.5,12.4,3,77.95,19111.556825,2.8,2.3,NA,30.3,0.266,0.134,0.295,0.095,89.3,NA,0.145,0.035,66.37,NA,NA,NA,705.019333333,"Trump"
"1617","Pierce County, Nebraska",85.251396648,3580,10.2,89.8,14.3,3.6,74.75,25694.03619,2.2,2.4,0.05,17.1,0.173,0.133,0.346,0.097,NA,NA,0.138,0.034,48.18,NA,NA,NA,703.453,"Trump"
"1618","Cape May County, New Jersey",58.3710594315,48375,11.8,88.2,26.4,8.9,74.1,31942.23778,3.7,3.2,0.07,28.9,0.329,0.207,0.248,0.112,269.1,229.7,0.153,0.134,283.11,2.32,59.8,6.7,1063.752,"Trump"
"1619","Somerset County, New Jersey",41.9062684361,154249,7.3,92.7,49.8,21.8,85.2,49498.284445,2.5,2.5,0.08,11,0.161,0.093,0.211,0.074,162.2,207.3,0.098,0.074,79.97,1.62,28.1,2.8,1211.41066667,"Clinton"
"1620","Otero County, New Mexico",59.4007377091,19791,15,85,17.7,6.9,69.25,21109.5673,3.9,3.1,0.09,59.9,0.367,0.24,0.245,0.098,429.2,87.8,0.25,0.061,377.66,7.3,82.3,7.7,431.8,"Trump"
"1621","Roosevelt County, New Mexico",65.3755074425,5912,22.2,77.8,21.2,9.2,70.8,17130.57397,3.4,2.8,0.08,61.2,0.338,0.226,0.267,0.07,542.9,30,0.251,0.05,439.3,NA,65.2,NA,440.944,"Trump"
"1622","Sierra County, New Mexico",58.2248980385,5149,16.1,83.9,16.8,5.4,66.6,20153.12254,6.5,3.8,0.09,67.9,0.411,0.245,0.233,0.106,351.7,119.7,0.231,0.062,454.87,NA,140.8,NA,307.805666667,"Trump"
"1623","Broome County, New York",49.032282988,77657,11.7,88.3,25.1,11.4,81.1,25057.19619,3.6,3.7,0.08,23.1,0.372,0.195,0.29,0.1,316,202.2,0.118,0.088,246.11,2.99,47.7,8.2,NA,"Clinton"
"1624","Cattaraugus County, New York",64.4591001692,28961,12.6,87.4,18.1,8.4,77.25,23243.69873,4,2.9,0.07,34.8,0.332,0.231,0.275,0.106,281.8,139.2,0.132,0.089,223.57,2.11,51.7,7.2,1147.3688,"Trump"
"1625","Genesee County, New York",65.3476679066,24463,9.6,90.4,20.2,8,76.35,27357.214605,4,4.2,0.06,23.7,0.293,0.184,0.287,0.118,258.4,129.5,0.117,0.079,174.76,NA,55,5.7,902.462,"Trump"
"1626","Greene County, New York",61.1903121522,18869,14.3,85.7,19.2,8.4,65,27548.55651,4,2.5,0.1,24.3,0.323,0.267,0.303,0.098,251.3,436.4,0.117,0.094,207.13,NA,58.7,NA,1324.27133333,"Trump"
"1627","Washington County, Oklahoma",71.1905619597,22208,11.9,88.1,26.1,7,74.55,25619.604125,3.6,3.3,0.08,49.3,0.345,0.226,0.308,0.118,128.2,41.5,0.19,0.041,288.74,NA,79.1,8.6,1053.338,"Trump"
"1628","Josephine County, Oregon",62.380024875,42613,13.8,86.2,16.5,6.1,73.5,21394.340315,4.2,3.8,0.06,35.6,0.335,0.235,0.255,0.112,269.9,83.2,0.186,0.119,166.65,4.55,101.3,7.6,950.976,"Trump"
"1629","Lebanon County, Pennsylvania",65.8744440295,58906,15.6,84.4,18.3,6.1,74,29221.509205,3.2,3.1,0.08,33.5,0.282,0.184,0.32,0.112,264.3,100.7,0.111,0.064,176.27,2.53,51.8,6.9,1101.09,"Trump"
"1630","Mifflin County, Pennsylvania",77.0327320577,18239,19.2,80.8,11.1,3.9,68.2,24637.82984,3,4.6,0.07,38.5,0.257,0.161,0.302,0.11,296.6,46.1,0.149,0.083,124.56,NA,63.5,9.3,1052.068,"Trump"
"1631","Potter County, Pennsylvania",80.326604089,7777,14.5,85.5,12.4,4,72.9,24572.543175,4.8,3,0.08,37.5,0.287,0.179,0.315,0.111,217.7,NA,0.137,0.091,157.03,NA,78.5,NA,1071.1815,"Trump"
"1632","Florence County, South Carolina",51.0611043794,57770,19.2,80.8,20.8,7.6,77.55,26407.91111,3.9,3.5,0.13,51.9,0.502,0.211,0.361,0.137,816.8,548.1,0.179,0.097,606.77,8.98,70.3,11.5,1144.60866667,"Trump"
"1633","Laurens County, South Carolina",63.3451688449,26474,25.3,74.7,14.5,4.4,75.35,22989.47111,3.9,4.6,0.11,63.1,0.468,0.227,0.358,0.139,503.5,240.4,0.2,0.091,758.63,7.65,76.7,11.9,1159.51,"Trump"
"1634","Deuel County, South Dakota",65.6730769231,2080,13.1,86.9,17.8,5.1,77.55,24781.46254,3,2.4,0.07,26.3,0.14,0.192,0.351,0.083,114.7,NA,0.142,0.055,46,NA,NA,NA,682.498,"Trump"
"1635","Faulk County, South Dakota",76.7441860465,1118,17.9,82.1,15.5,2.8,67.25,23058.66762,2.2,NA,NA,NA,0.069,NA,0.295,0.103,169,NA,0.147,0.041,14.33,NA,NA,NA,532.384,"Trump"
"1636","Stanley County, South Dakota",73.2610082961,1567,8.9,91.1,27.7,12,74.2,24678.157145,2.7,1.7,0.08,35.3,0.376,0.173,0.323,0.099,599.6,NA,0.154,0.029,69.21,NA,NA,NA,426.127333333,"Trump"
"1637","Ziebach County, South Dakota",48.0417754569,766,23.1,76.9,12,3.1,71.4,13695.891745,4.2,3.4,NA,55.1,0.555,0.331,0.447,0.145,596.1,NA,0.21,0.074,12.21,NA,NA,NA,461.0608,"Clinton"
"1638","Benton County, Tennessee",74.5808288516,6322,23.4,76.6,12.6,5.2,71.6,24757.720635,5.7,3.3,0.09,62.1,0.284,0.251,0.34,0.139,371.3,60.1,0.186,0.102,231.09,NA,134.9,NA,NA,"Trump"
"1639","DeKalb County, Tennessee",74.409221902,6940,31.1,68.9,11.7,5.1,79.1,22401.178415,3.6,4.3,0.09,66.2,0.226,0.244,0.319,0.118,249.3,158.3,0.202,0.077,313.22,NA,124.9,NA,1368.425,"Trump"
"1640","Dyer County, Tennessee",76.561324304,13290,21.4,78.6,14.5,5.3,73.65,25069.15238,4.1,3.2,0.11,63.9,0.361,0.333,0.336,0.122,628.4,72.5,0.153,0.116,616.06,6.38,73.4,13.2,1296.162,"Trump"
"1641","Morgan County, Tennessee",81.4675870348,6664,24.4,75.6,6.3,2,67.5,22955.239365,5.5,NA,0.09,45.5,0.245,0.314,0.315,0.111,430.4,135.4,0.169,0.104,145.27,NA,117.3,NA,1371.092,"Trump"
"1642","Roane County, Tennessee",73.5078776645,21580,18.7,81.3,16.7,6.3,72.3,25951.671745,4.2,3,0.1,47.3,0.328,0.157,0.326,0.129,213.6,56,0.149,0.076,257.67,6.1,101.9,8.8,1415.415,"Trump"
"1643","Washington County, Tennessee",69.1728562466,49411,15.6,84.4,27.9,10.5,78.75,24916.141585,4.5,3.8,0.09,34,0.298,0.241,0.293,0.114,210.7,163.2,0.171,0.067,422.99,4.49,74,9.4,NA,"Trump"
"1644","Bosque County, Texas",81.1209439528,7797,19.9,80.1,14.8,4.6,76.5,24110.87397,NA,NA,0.08,47.9,0.259,0.39,0.283,0.107,218.5,56,0.265,0.074,88.16,NA,86.4,NA,903.054666667,"Trump"
"1645","Floyd County, Texas",75.2298263534,1958,25.4,74.6,17.1,5.1,80,22674.62476,NA,NA,0.1,92.7,0.382,NA,0.289,0.122,328.4,NA,0.268,0.068,356.37,NA,93.9,NA,555.244,"Trump"
"1646","Glasscock County, Texas",91.8604651163,602,22,78,16.4,3.5,81.05,29435.606985,NA,NA,NA,NA,0.141,NA,0.298,0.1,NA,NA,0.258,0.043,108.93,NA,NA,NA,470.662,"Trump"
"1647","Hall County, Texas",81.8181818182,1089,27.8,72.2,15.2,2.5,81.7,19836.08349,NA,NA,0.1,75.2,0.348,NA,0.287,0.118,385,NA,0.361,0.08,236.64,NA,NA,NA,592.836,"Trump"
"1648","Hopkins County, Texas",79.4300979519,13476,21.3,78.7,16.7,5.3,70.25,24649.674605,3.3,NA,0.08,57.5,0.238,0.284,0.325,0.113,296.9,119,0.289,0.06,183.62,NA,83.4,NA,1198.372,"Trump"
"1649","Jefferson County, Texas",49.0230417911,87363,18.6,81.4,17.8,5.6,74.3,26326.94381,4.3,3.4,0.1,55.4,0.447,0.215,0.355,0.128,552.2,397,0.241,0.107,637.4,9.5,75.4,7.9,1486.23866667,"Clinton"
"1650","Runnels County, Texas",86.0823373174,3765,22.9,77.1,16.4,4.9,72.05,24877.740315,NA,NA,0.11,65.2,0.457,NA,0.326,0.111,342.1,57,0.262,0.062,200.75,NA,59.1,NA,617.474,"Trump"
"1651","San Augustine County, Texas",73.5335391524,3563,28.6,71.4,11.9,5.7,76.4,23492.108255,NA,NA,0.1,79.1,0.514,NA,0.291,0.136,428.2,130.5,0.264,0.105,302.33,NA,117.7,NA,1371.43066667,"Trump"
"1652","Terry County, Texas",73.4543391946,1763,31.9,68.1,14.3,3.7,69.55,22093.27365,6.4,6.9,0.11,99.5,0.28,NA,0.319,0.112,433.9,48.5,0.28,0.066,193.87,NA,84.8,NA,497.332,"Trump"
"1653","Kane County, Utah",64.5605973578,3482,10.5,89.5,23.7,5.5,68.4,23599.43016,3.7,3.5,0.06,31.8,0.1,0.104,0.231,0.099,55.1,NA,0.168,0.072,209.06,NA,122,NA,NA,"Trump"
"1654","Summit County, Utah",35.563502707,20133,6.3,93.7,50.8,19.1,76.25,36834.509525,2.4,2.2,0.09,23.1,0.174,0.075,0.153,0.04,143.6,77.2,0.148,0.053,93.63,NA,56.2,NA,425.958,"Clinton"
"1655","Halifax County, Virginia",57.2288445651,16946,27.1,72.9,13.2,6,74.8,25522.529525,3.8,3.8,0.11,44.5,0.414,0.211,0.326,0.143,540.8,248.5,0.165,0.094,123.73,6.68,94.7,13.3,1140.206,"Trump"
"1656","Pittsylvania County, Virginia",68.6148893868,31687,24,76,12.8,4,76.65,25759.60603,3.8,4,0.09,34.5,0.308,0.229,0.309,0.126,367.6,120.7,0.174,0.073,89.92,4.77,81.1,9.4,1149.096,"Trump"
"1657","Prince George County, Virginia",56.7348203222,16140,13.9,86.1,17.2,6.2,65.85,33376.33746,3.2,2.1,0.08,23.6,0.247,0.252,0.36,0.126,1242,176.9,0.115,0.065,100.51,4.48,56.4,NA,1195.324,"Trump"
"1658","Washington County, Virginia",75.0884697647,25715,19.6,80.4,20.5,7.1,76.35,25277.39524,3.9,3.8,0.08,45.2,0.299,0.236,0.294,0.124,184.2,69.2,0.16,0.071,98.26,2.92,70.3,5.9,1159.256,"Trump"
"1659","Wilcox County, Alabama",28.4987694832,6095,31.5,68.5,13.2,2.4,71.45,19312.268255,4.1,3.6,0.13,48.9,0.702,0.189,0.416,0.181,1358.6,163.2,0.22,0.164,212.15,NA,109.8,NA,1364.57266667,"Clinton"
"1660","Conecuh County, Alabama",52.1626165368,6543,28.7,71.3,9.7,4.3,73.5,22600.38349,4.4,5.2,0.12,54.8,0.479,0.229,0.363,0.177,663.9,280.5,0.19,0.116,603.53,10.66,116.5,NA,1526.286,"Trump"
"1661","Randolph County, Alabama",75.982230997,10130,28.4,71.6,12.2,4.8,74.2,21767.358095,4,4.8,0.1,52.2,0.439,0.281,0.342,0.148,355.5,68.7,0.187,0.089,303.21,9.42,100.8,NA,1397.762,"Trump"
"1662","Henry County, Alabama",70.1384557815,8017,23.9,76.1,15,6.2,73.6,24738.47397,4,3.5,0.09,49,0.326,0.17,0.346,0.143,654.7,172.6,0.174,0.073,311.42,NA,87.5,NA,1387.856,"Trump"
"1663","Columbia County, Arkansas",61.3930460223,8887,16.3,83.7,20.8,7.2,84.3,21265.24476,3.8,4.6,0.1,55,0.505,0.159,0.335,0.127,1225.4,137,0.186,0.085,438.82,12.07,74.3,9.6,1351.534,"Trump"
"1664","Apache County, Arizona",28.4849134466,18659,27.9,72.1,10.3,3.5,73.6,22092.24349,3.8,4.3,0.07,57.9,0.466,0.184,0.318,0.149,736.2,124,0.216,0.196,87.7,13.11,171,7.2,281.290888889,"Clinton"
